Date,Sector_Name,Close
20250319,油電燃氣類指數,58.5
20250319,玻璃陶瓷類指數,48.57
20250319,生技醫療類指數,76.09
20250319,發行量加權股價指數,21960.83
20250319,紡織纖維類指數,608.0
20250319,綠能環保類指數,109.94
20250319,臺指反向一倍指數,2920.19
20250319,臺指日報酬兩倍指數,56585.7
20250319,臺灣50指數,18033.94
20250319,臺灣50權重上限30%指數,15809.65
20250319,臺灣中型100指數,19260.0
20250319,臺灣公司治理100指數,12885.71
20250319,臺灣就業99指數,13247.15
20250319,臺灣發達指數,9946.1
20250319,臺灣資訊科技指數,35526.98
20250319,臺灣高股息指數,9441.53
20250319,臺灣高薪100指數,11941.95
20250319,航運類指數,207.7
20250319,觀光餐旅類指數,119.6
20250319,貿易百貨類指數,273.65
20250319,資訊服務類指數,231.58
20250319,通信網路類指數,167.09
20250319,造紙類指數,286.91
20250319,運動休閒類指數,95.07
20250319,金融保險類指數,2140.52
20250319,鋼鐵類指數,144.3
20250319,電器電纜類指數,94.73
20250319,電子工業類指數,1181.04
20250319,電子通路類指數,241.26
20250319,電子零組件類指數,227.69
20250319,電子類兩倍槓桿指數,69129.96
20250319,電子類反向指數,2193.29
20250319,電機機械類指數,389.37
20250319,電腦及週邊設備類指數,260.39
20250319,食品類指數,2135.0
20250318,光電類指數,40.09
20250318,其他電子類指數,156.46
20250318,其他類指數,324.74
20250318,化學生技醫療類指數,138.74
20250318,化學類指數,168.28
20250318,半導體類指數,606.59
20250318,塑膠化工類指數,635.57
20250318,塑膠類指數,118.86
20250318,寶島股價指數,25215.49
20250318,小型股300指數,11429.29
20250318,居家生活類指數,123.96
20250318,建材營造類指數,563.08
20250318,數位雲端類指數,63.46
20250318,未含金融指數,19321.05
20250318,未含金融電子指數,14856.94
20250318,未含電子指數,19777.38
20250318,機電類指數,6702.85
20250318,橡膠類指數,272.72
20250318,水泥窯製類指數,613.07
20250318,水泥類指數,161.66
20250318,汽車類指數,381.21
20250318,油電燃氣類指數,59.48
20250318,玻璃陶瓷類指數,47.8
20250318,生技醫療類指數,76.69
20250318,發行量加權股價指數,22271.67
20250318,紡織纖維類指數,612.1
20250318,綠能環保類指數,109.97
20250318,臺指反向一倍指數,2879.99
20250318,臺指日報酬兩倍指數,58210.56
20250318,臺灣50指數,18334.62
20250318,臺灣50權重上限30%指數,16041.33
20250318,臺灣中型100指數,19491.23
20250318,臺灣公司治理100指數,13090.05
20250318,臺灣就業99指數,13391.3
20250318,臺灣發達指數,10064.58
20250318,臺灣資訊科技指數,36182.83
20250318,臺灣高股息指數,9550.24
20250318,臺灣高薪100指數,12068.57
20250318,航運類指數,208.32
20250318,觀光餐旅類指數,119.85
20250318,貿易百貨類指數,274.56
20250318,資訊服務類指數,232.23
20250318,通信網路類指數,168.97
20250318,造紙類指數,287.21
